entry,value
player_id,265
web_name,Walker
team,Man City
first_name,Kyle
second_name,Walker
cost_end,6.4
value_form,1.0
value_season,23.4
cost_change_start,-0.1
cost_start,6.5
dreamteam_count,2
selected_by_percent,12.1
total_points,150
ppg,4.5
minutes,2776
goals_scored,1
assists,1
clean_sheets,18
goals_conceded,17
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,3
red_cards,0
saves,0
bonus,11
bps,684
influence,498.8
creativity,448.4
threat,183.0
ict_index,113.1
ea_index,0
position,Defender
