entry,value
player_id,115
web_name,Alonso
team,Chelsea
first_name,Marcos
second_name,Alonso
cost_end,6.2
value_form,0.9
value_season,26.0
cost_change_start,-0.3
cost_start,6.5
dreamteam_count,4
selected_by_percent,22.1
total_points,161
ppg,5.2
minutes,2759
goals_scored,2
assists,8
clean_sheets,14
goals_conceded,28
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,6
red_cards,0
saves,0
bonus,21
bps,702
influence,619.0
creativity,520.1
threat,475.0
ict_index,161.7
ea_index,0
position,Defender
