entry,value
player_id,146
web_name,Puncheon
team,Liverpool
first_name,Jason
second_name,Puncheon
cost_end,4.1
value_form,0.0
value_season,3.7
cost_change_start,-4
cost_start,8.1
dreamteam_count,0
selected_by_percent,1.0
total_points,15
ppg,1.4
minutes,392
goals_scored,0
assists,0
clean_sheets,1
goals_conceded,9
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,0
bonus,0
bps,50
influence,43.6
creativity,79.9
threat,39.0
ict_index,16.3
ea_index,0
position,Midfielder
