entry,value
player_id,78
web_name,Hendrick
team,Burnley
first_name,Jeff
second_name,Hendrick
cost_end,5.2
value_form,0.6
value_season,14.0
cost_change_start,-3
cost_start,8.2
dreamteam_count,1
selected_by_percent,0.2
total_points,73
ppg,2.3
minutes,2058
goals_scored,2
assists,2
clean_sheets,4
goals_conceded,44
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,4
red_cards,0
saves,0
bonus,3
bps,243
influence,233.8
creativity,205.3
threat,269.0
ict_index,70.6
ea_index,0
position,Midfielder
