entry,value
player_id,474
web_name,Fabri
team,Leicester
first_name,Fabricio
second_name,Agosto Ramírez
cost_end,4.2
value_form,0.0
value_season,1.9
cost_change_start,-3
cost_start,7.2
dreamteam_count,0
selected_by_percent,0.2
total_points,8
ppg,4.0
minutes,180
goals_scored,0
assists,0
clean_sheets,0
goals_conceded,5
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,0
red_cards,0
saves,15
bonus,2
bps,47
influence,115.2
creativity,0.0
threat,0.0
ict_index,11.5
ea_index,0
position,Goalkeeper
