entry,value
player_id,133
web_name,Giroud
team,Crystal Palace
first_name,Olivier
second_name,Giroud
cost_end,7.7
value_form,0.1
value_season,7.1
cost_change_start,-3
cost_start,10.7
dreamteam_count,0
selected_by_percent,1.9
total_points,55
ppg,2.0
minutes,828
goals_scored,2
assists,4
clean_sheets,6
goals_conceded,5
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,0
bonus,2
bps,169
influence,183.2
creativity,253.6
threat,519.0
ict_index,94.5
ea_index,0
position,Forward
