entry,value
player_id,178
web_name,Bettinelli
team,Leicester
first_name,Marcus
second_name,Bettinelli
cost_end,4.2
value_form,0.0
value_season,3.6
cost_change_start,-3
cost_start,7.2
dreamteam_count,0
selected_by_percent,0.3
total_points,15
ppg,2.1
minutes,630
goals_scored,0
assists,0
clean_sheets,0
goals_conceded,20
own_goals,0
penalties_saved,1
penalties_missed,0
yellow_cards,1
red_cards,0
saves,20
bonus,0
bps,114
influence,195.0
creativity,0.0
threat,0.0
ict_index,19.4
ea_index,0
position,Goalkeeper
