entry,value
player_id,31
web_name,Aké
team,Bournemouth
first_name,Nathan
second_name,Aké
cost_end,5.1
value_form,1.0
value_season,23.5
cost_change_start,0.1
cost_start,5.0
dreamteam_count,1
selected_by_percent,6.1
total_points,120
ppg,3.2
minutes,3411
goals_scored,4
assists,1
clean_sheets,10
goals_conceded,70
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,3
red_cards,0
saves,0
bonus,8
bps,716
influence,1002.0
creativity,125.9
threat,440.0
ict_index,156.8
ea_index,0
position,Defender
