entry,value
player_id,435
web_name,Costa
team,West Brom
first_name,Hélder
second_name,Costa
cost_end,4.6
value_form,0.0
value_season,11.3
cost_change_start,-4
cost_start,8.6
dreamteam_count,0
selected_by_percent,0.4
total_points,52
ppg,2.1
minutes,1333
goals_scored,1
assists,2
clean_sheets,5
goals_conceded,19
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,3
red_cards,0
saves,0
bonus,0
bps,136
influence,162.8
creativity,264.0
threat,280.0
ict_index,70.9
ea_index,0
position,Midfielder
