entry,value
player_id,50
web_name,Bruno
team,Brighton
first_name,Bruno
second_name,Saltor Grau
cost_end,4.4
value_form,0.2
value_season,10.5
cost_change_start,-1
cost_start,5.4
dreamteam_count,1
selected_by_percent,0.3
total_points,46
ppg,3.3
minutes,1131
goals_scored,0
assists,1
clean_sheets,4
goals_conceded,17
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,7
bps,229
influence,181.6
creativity,102.0
threat,14.0
ict_index,29.8
ea_index,0
position,Defender
