entry,value
player_id,201
web_name,Hogg
team,Liverpool
first_name,Jonathan
second_name,Hogg
cost_end,4.4
value_form,0.4
value_season,12.3
cost_change_start,-1
cost_start,5.4
dreamteam_count,0
selected_by_percent,0.2
total_points,54
ppg,1.9
minutes,2369
goals_scored,0
assists,1
clean_sheets,5
goals_conceded,44
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,8
red_cards,1
saves,0
bonus,3
bps,326
influence,390.4
creativity,271.1
threat,70.0
ict_index,72.5
ea_index,0
position,Midfielder
