entry,value
player_id,330
web_name,Bertrand
team,Swansea
first_name,Ryan
second_name,Bertrand
cost_end,4.8
value_form,0.3
value_season,11.7
cost_change_start,-2
cost_start,6.8
dreamteam_count,0
selected_by_percent,2.4
total_points,56
ppg,2.3
minutes,2160
goals_scored,1
assists,0
clean_sheets,6
goals_conceded,42
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,8
red_cards,0
saves,0
bonus,1
bps,291
influence,326.8
creativity,379.4
threat,123.0
ict_index,82.6
ea_index,0
position,Defender
