entry,value
player_id,231
web_name,Silva
team,Man City
first_name,Adrien Sebastian
second_name,Perruchet Silva
cost_end,4.7
value_form,0.0
value_season,0.6
cost_change_start,-3
cost_start,7.7
dreamteam_count,0
selected_by_percent,0.1
total_points,3
ppg,1.5
minutes,87
goals_scored,0
assists,0
clean_sheets,0
goals_conceded,1
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,0
red_cards,0
saves,0
bonus,0
bps,16
influence,14.2
creativity,6.3
threat,0.0
ict_index,2.1
ea_index,0
position,Midfielder
