entry,value
player_id,298
web_name,Fellaini
team,Southampton
first_name,Marouane
second_name,Fellaini
cost_end,4.8
value_form,0.0
value_season,5.4
cost_change_start,-2
cost_start,6.8
dreamteam_count,0
selected_by_percent,0.4
total_points,26
ppg,1.9
minutes,746
goals_scored,0
assists,2
clean_sheets,1
goals_conceded,14
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,0
bonus,0
bps,119
influence,172.2
creativity,65.6
threat,145.0
ict_index,38.1
ea_index,0
position,Midfielder
