entry,value
player_id,80
web_name,Westwood
team,Burnley
first_name,Ashley
second_name,Westwood
cost_end,4.6
value_form,0.4
value_season,24.1
cost_change_start,1
cost_start,3.5999999999999996
dreamteam_count,1
selected_by_percent,3.1
total_points,111
ppg,3.3
minutes,2821
goals_scored,2
assists,8
clean_sheets,7
goals_conceded,55
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,5
red_cards,0
saves,0
bonus,10
bps,518
influence,623.0
creativity,643.1
threat,253.0
ict_index,152.3
ea_index,0
position,Midfielder
