entry,value
player_id,343
web_name,Redmond
team,Southampton
first_name,Nathan
second_name,Redmond
cost_end,5.5
value_form,0.8
value_season,24.9
cost_change_start,0.0
cost_start,5.5
dreamteam_count,3
selected_by_percent,6.9
total_points,137
ppg,3.6
minutes,3272
goals_scored,6
assists,5
clean_sheets,9
goals_conceded,58
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,3
red_cards,0
saves,0
bonus,12
bps,433
influence,665.4
creativity,802.3
threat,950.0
ict_index,241.4
ea_index,0
position,Midfielder
