entry,value
player_id,36
web_name,Stanislas
team,Bournemouth
first_name,Junior
second_name,Stanislas
cost_end,6.0
value_form,0.0
value_season,9.3
cost_change_start,0
cost_start,6.0
dreamteam_count,0
selected_by_percent,0.1
total_points,56
ppg,2.4
minutes,1021
goals_scored,2
assists,3
clean_sheets,2
goals_conceded,24
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,0
bonus,3
bps,205
influence,225.2
creativity,254.5
threat,340.0
ict_index,82.0
ea_index,0
position,Midfielder
