entry,value
player_id,183
web_name,McDonald
team,Leicester
first_name,Kevin
second_name,McDonald
cost_end,4.2
value_form,0.0
value_season,4.0
cost_change_start,-3
cost_start,7.2
dreamteam_count,0
selected_by_percent,0.2
total_points,17
ppg,1.1
minutes,837
goals_scored,0
assists,0
clean_sheets,0
goals_conceded,27
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,4
red_cards,1
saves,0
bonus,0
bps,123
influence,99.6
creativity,71.9
threat,15.0
ict_index,18.7
ea_index,0
position,Midfielder
