entry,value
player_id,355
web_name,Vertonghen
team,Spurs
first_name,Jan
second_name,Vertonghen
cost_end,5.9
value_form,0.3
value_season,11.4
cost_change_start,-0.1
cost_start,6.0
dreamteam_count,0
selected_by_percent,4.0
total_points,67
ppg,3.0
minutes,1911
goals_scored,1
assists,0
clean_sheets,6
goals_conceded,23
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,3
red_cards,1
saves,0
bonus,7
bps,390
influence,445.4
creativity,116.7
threat,165.0
ict_index,72.7
ea_index,0
position,Defender
