entry,value
player_id,212
web_name,Kachunga
team,Liverpool
first_name,Elias
second_name,Kachunga
cost_end,4.8
value_form,0.1
value_season,6.0
cost_change_start,-2
cost_start,6.8
dreamteam_count,0
selected_by_percent,0.1
total_points,29
ppg,1.4
minutes,1175
goals_scored,0
assists,0
clean_sheets,1
goals_conceded,30
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,0
bps,41
influence,83.6
creativity,109.0
threat,180.0
ict_index,36.7
ea_index,0
position,Forward
