entry,value
player_id,365
web_name,Alli
team,Spurs
first_name,Bamidele
second_name,Alli
cost_end,8.8
value_form,0.3
value_season,10.7
cost_change_start,-2
cost_start,10.8
dreamteam_count,1
selected_by_percent,2.5
total_points,94
ppg,3.8
minutes,1822
goals_scored,5
assists,4
clean_sheets,8
goals_conceded,21
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,4
red_cards,0
saves,0
bonus,8
bps,356
influence,467.2
creativity,436.6
threat,681.0
ict_index,158.5
ea_index,0
position,Midfielder
