entry,value
player_id,145
web_name,Wan-Bissaka
team,Crystal Palace
first_name,Aaron
second_name,Wan-Bissaka
cost_end,4.6
value_form,1.0
value_season,26.1
cost_change_start,0.6
cost_start,3.9999999999999996
dreamteam_count,2
selected_by_percent,26.3
total_points,120
ppg,3.4
minutes,3134
goals_scored,0
assists,3
clean_sheets,12
goals_conceded,47
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,4
red_cards,1
saves,0
bonus,18
bps,672
influence,863.4
creativity,266.8
threat,139.0
ict_index,127.1
ea_index,0
position,Defender
