entry,value
player_id,142
web_name,van Aanholt
team,Crystal Palace
first_name,Patrick
second_name,van Aanholt
cost_end,5.5
value_form,0.9
value_season,25.5
cost_change_start,0.0
cost_start,5.5
dreamteam_count,3
selected_by_percent,5.7
total_points,140
ppg,3.9
minutes,3196
goals_scored,3
assists,2
clean_sheets,12
goals_conceded,46
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,3
red_cards,0
saves,0
bonus,17
bps,626
influence,616.0
creativity,520.4
threat,448.0
ict_index,158.7
ea_index,0
position,Defender
