entry,value
player_id,102
web_name,Gunnarsson
team,Chelsea
first_name,Aron
second_name,Gunnarsson
cost_end,4.4
value_form,0.4
value_season,14.8
cost_change_start,-1
cost_start,5.4
dreamteam_count,1
selected_by_percent,0.6
total_points,65
ppg,2.3
minutes,2266
goals_scored,1
assists,1
clean_sheets,6
goals_conceded,40
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,5
red_cards,0
saves,0
bonus,3
bps,290
influence,370.6
creativity,217.5
threat,201.0
ict_index,78.9
ea_index,0
position,Midfielder
