entry,value
player_id,376
web_name,Cathcart
team,Watford
first_name,Craig
second_name,Cathcart
cost_end,4.5
value_form,0.2
value_season,20.7
cost_change_start,0.0
cost_start,4.5
dreamteam_count,1
selected_by_percent,3.2
total_points,93
ppg,2.6
minutes,3095
goals_scored,3
assists,0
clean_sheets,6
goals_conceded,54
own_goals,2
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,5
bps,552
influence,719.6
creativity,25.5
threat,262.0
ict_index,100.8
ea_index,0
position,Defender
