entry,value
player_id,29
web_name,Adam Smith
team,Bournemouth
first_name,Adam
second_name,Smith
cost_end,4.3
value_form,0.8
value_season,16.3
cost_change_start,-0.2
cost_start,4.5
dreamteam_count,0
selected_by_percent,0.4
total_points,70
ppg,2.8
minutes,2067
goals_scored,1
assists,1
clean_sheets,8
goals_conceded,33
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,5
red_cards,1
saves,0
bonus,1
bps,383
influence,374.0
creativity,199.8
threat,110.0
ict_index,68.5
ea_index,0
position,Defender
