entry,value
player_id,66
web_name,Andone
team,Brighton
first_name,Florin
second_name,Andone
cost_end,5.0
value_form,0.2
value_season,7.6
cost_change_start,0
cost_start,5.0
dreamteam_count,0
selected_by_percent,0.2
total_points,38
ppg,1.7
minutes,866
goals_scored,3
assists,0
clean_sheets,2
goals_conceded,14
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,5
red_cards,0
saves,0
bonus,2
bps,74
influence,147.2
creativity,48.6
threat,361.0
ict_index,54.9
ea_index,0
position,Forward
