entry,value
player_id,454
web_name,Patrício
team,Wolves
first_name,Rui Pedro
second_name,dos Santos Patrício
cost_end,4.5
value_form,0.7
value_season,26.2
cost_change_start,0.0
cost_start,4.5
dreamteam_count,2
selected_by_percent,8.0
total_points,118
ppg,3.2
minutes,3330
goals_scored,0
assists,0
clean_sheets,8
goals_conceded,46
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,0
red_cards,0
saves,97
bonus,4
bps,581
influence,695.0
creativity,0.0
threat,0.0
ict_index,69.1
ea_index,0
position,Goalkeeper
