entry,value
player_id,498
web_name,Kepa
team,Chelsea
first_name,Kepa
second_name,Arrizabalaga
cost_end,5.4
value_form,0.5
value_season,26.3
cost_change_start,-0.1
cost_start,5.5
dreamteam_count,2
selected_by_percent,4.9
total_points,142
ppg,3.9
minutes,3240
goals_scored,0
assists,0
clean_sheets,14
goals_conceded,39
own_goals,0
penalties_saved,1
penalties_missed,0
yellow_cards,2
red_cards,0
saves,82
bonus,7
bps,685
influence,681.0
creativity,0.1
threat,0.0
ict_index,68.0
ea_index,0
position,Goalkeeper
