entry,value
player_id,390
web_name,Doucouré
team,Watford
first_name,Abdoulaye
second_name,Doucouré
cost_end,5.8
value_form,0.3
value_season,21.4
cost_change_start,-0.2
cost_start,6.0
dreamteam_count,2
selected_by_percent,2.8
total_points,124
ppg,3.5
minutes,3061
goals_scored,5
assists,7
clean_sheets,5
goals_conceded,56
own_goals,1
penalties_saved,0
penalties_missed,0
yellow_cards,7
red_cards,0
saves,0
bonus,14
bps,550
influence,735.6
creativity,544.1
threat,709.0
ict_index,198.9
ea_index,0
position,Midfielder
